breathe	breathes	breathing	breathed
centrifuge	centrifuges	centrifuging	centrifuged
centrifugate	centrifugates	centrifugating	centrifugated
ultracentrifuge	ultracentrifuges	ultracentrifuging	ultracentrifuged
eddy	eddies	eddying	eddied
whirlpool	whirlpools	whirlpooling	whirlpooled
swirl	swirls	swirling	swirled
birl	birls	birling	birled
twirl	twirls	twirling	twirled
birle	birles	birling	birled
pirouette	pirouettes	pirouetting	pirouetted
skank	skanks	skanking	skanked
spiral	spirals	spiralling	spiralled
corkscrew	corkscrews	corkscrewing	corkscrewed
near	nears	nearing	neared
whizz	whizzes	whizzing	whizzed
stampede	stampedes	stampeding	stampeded
chauffeur	chauffeurs	chauffeuring	chauffeured
bustle	bustles	bustling	bustled
fidget	fidgets	fidgeting	fidgeted
hotfoot	hotfoots	hotfooting	hotfooted
hie	hies	hying	hied
shack	shacks	shacking	shacked
flinch	flinches	flinching	flinched
funk	funks	funking	funked
cringe	cringes	cringing	cringed
quail	quails	quailing	quailed
scoot	scoots	scooting	scooted
shuttle	shuttles	shuttling	shuttled
lunge	lunges	lunging	lunged
uncurl	uncurls	uncurling	uncurled
cower	cowers	cowering	cowered
grovel	grovels	grovelling	grovelled
throng	throngs	thronging	thronged
mob	mobs	mobbing	mobbed
pounce	pounces	pouncing	pounced
deviate	deviates	deviating	deviated
detour	detours	detouring	detoured
sidetrack	sidetracks	sidetracking	sidetracked
transpirate	transpirates	transpirating	transpirated
whoosh	whooshes	whooshing	whooshed
woosh	wooshes	wooshing	wooshed
decant	decants	decanting	decanted
trickle	trickles	trickling	trickled
seep	seeps	seeping	seeped
geyser	geysers	geyserring	geyserred
inch	inches	inching	inched
ratchet	ratchets	ratchetting	ratchetted
elapse	elapses	elapsing	elapsed
abscond	absconds	absconding	absconded
absquatulate	absquatulates	absquatulating	absquatulated
levant	levants	levanting	levanted
elope	elopes	eloping	eloped
bilk	bilks	bilking	bilked
scat	scats	scatting	scatted
scarper	scarpers	scarpering	scarpered
bunk	bunks	bunking	bunked
flee	flees	fleeing	fled
skedaddle	skedaddles	skedaddling	skedaddled
dispread	dispreads	dispreading	dispreaded
church	churches	churching	churched
impart	imparts	imparting	imparted
retransmit	retransmits	retransmitting	retransmitted
peregrinate	peregrinates	peregrinating	peregrinated
pronate	pronates	pronating	pronated
outdistance	outdistances	outdistancing	outdistanced
distance	distances	distancing	distanced
career	careers	careering	careered
circuit	circuits	circuiting	circuited
manure	manures	manuring	manured
birdlime	birdlimes	birdliming	birdlimed
circumfuse	circumfuses	circumfusing	circumfused
concertina	concertinas	concertinaing	concertinaed
bestir	bestirs	bestirring	bestirred
hare	hares	haring	hared
evert	everts	everting	everted
supinate	supinates	supinating	supinated
high-tail	high-tails	high-tailing	high-tailed
bed-hop	bed-hops	bed-hopping	bed-hopped
bedhop	bedhops	bedhopping	bedhopped
jackrabbit	jackrabbits	jackrabbitting	jackrabbitted
precess	precesses	precessing	precessed
itinerate	itinerates	itinerating	itinerated
advect	advects	advecting	advected
snowshoe	snowshoes	snowshoeing	snowshoed
lateralize	lateralizes	lateralizing	lateralized
teleport	teleports	teleporting	teleported
snowboard	snowboards	snowboarding	snowboarded
apperceive	apperceives	apperceiving	apperceived
chiromance	chiromances	chiromancing	chiromanced
undergo	undergoes	undergoing	underwent	undergone
insolate	insolates	insolating	insolated
solarize	solarizes	solarizing	solarized
solarise	solarises	solarising	solarised
overexpose	overexposes	overexposing	overexposed
underexpose	underexposes	underexposing	underexposed
photosensitize	photosensitizes	photosensitizing	photosensitized
photosensitise	photosensitises	photosensitising	photosensitised
numb	numbs	numbing	numbed
benumb	benumbs	benumbing	benumbed
bedaze	bedazes	bedazing	bedazed
daze	dazes	dazing	dazed
besot	besots	besotting	besotted
horripilate	horripilates	horripilating	horripilated
fellate	fellates	fellating	fellated
hallucinate	hallucinates	hallucinating	hallucinated
misperceive	misperceives	misperceiving	misperceived
glimpse	glimpses	glimpsing	glimpsed
urticate	urticates	urticating	urticated
smart	smarts	smarting	smarted
tingle	tingles	tingling	tingled
stink	stinks	stinking	stinked
odorize	odorizes	odorizing	odorized
odourise	odourises	odourising	odourised
aromatize	aromatizes	aromatizing	aromatized
aromatise	aromatises	aromatising	aromatised
cense	censes	censing	censed
thurify	thurifies	thurifying	thurified
deodorize	deodorizes	deodorizing	deodorized
deodorise	deodorises	deodorising	deodorised
deodourise	deodourises	deodourising	deodourised
fumigate	fumigates	fumigating	fumigated
witness	witnesses	witnessing	witnessed
eyewitnes	eyewitness	eyewitnessing	eyewitnessed
behold	beholds	beholding	beheld
gaze	gazes	gazing	gazed
outstare	outstares	outstaring	outstared
outface	outfaces	outfacing	outfaced
seem	seems	seeming	seemed
ting	tings	tinging	tinged
underdevelop	underdevelops	underdeveloping	underdeveloped
display	displays	displaying	displayed
bench	benches	benching	benched
moon	moons	mooning	mooned
flaunt	flaunts	flaunting	flaunted
ostentate	ostentates	ostentating	ostentated
swank	swanks	swanking	swanked
splurge	splurges	splurging	splurged
posture	postures	posturing	postured
unearth	unearths	unearthing	unearthed
conceal	conceals	concealing	concealed
occult	occults	occulting	occulted
dissimulate	dissimulates	dissimulating	dissimulated
demo	demos	demoing	demoed
attaint	attaints	attainting	attainted
candle	candles	candling	candled
autopsy	autopsies	autopsying	autopsied
auscultate	auscultates	auscultating	auscultated
rubberneck	rubbernecks	rubbernecking	rubbernecked
spectate	spectates	spectating	spectated
preview	previews	previewing	previewed
peruse	peruses	perusing	perused
descry	descries	descrying	descried
espy	espies	espying	espied
detect	detects	detecting	detected
instantiate	instantiates	instantiating	instantiated
rediscover	rediscovers	rediscoverring	rediscoverred
befog	befogs	befogging	befogged
becloud	beclouds	beclouding	beclouded
fog	fogs	fogging	fogged
overshadow	overshadows	overshadowing	overshadowed
eclipse	eclipses	eclipsing	eclipsed
disguise	disguises	disguising	disguised
camouflage	camouflages	camouflaging	camouflaged
orientate	orientates	orientating	orientated
reorientate	reorientates	reorientating	reorientated
disorient	disorients	disorienting	disoriented
disorientate	disorients	disorienting	disoriented
twinkle	twinkles	twinkling	twinkled
glimmer	glimmers	glimmering	glimmered
fluoresce	fluoresces	fluorescing	fluoresced
bedazzle	bedazzles	bedazzling	bedazzled
glitter	glitters	glittering	glittered
glisten	glistens	glistening	glistened
glint	glints	glinting	glinted
monitor	monitors	monitoring	monitored
supervise	supervises	supervising	supervised
sight	sights	sighting	sighted
ogle	ogles	ogling	ogled
lee	lees	leing	leed
goggle	goggles	goggling	goggled
gape	gapes	gaping	gaped
gawp	gawps	gawping	gawped
gawk	gawks	gawking	gawked
groak	groaks	groaking	groaked
peek	peeks	peeking	peeked
eye	eyes	eying	eyed
eyeball	eyeballs	eyeballing	eyeballed
scout	scouts	scouting	scouted
reconnoiter	reconnoiters	reconnoiterring	reconnoiterred
reconnoitre	reconnoitres	reconnoitring	reconnoitred
abacinate	abacinates	abacinating	abacinated
seel	seels	seeling	seeled
snow-blind	snow-blinds	snow-blinding	snow-blinded
peer	peers	peering	peered
listen	listens	listening	listened
attend	attends	attending	attended
squeak	squeaks	squeaking	squeaked
creak	creaks	creaking	creaked
clatter	clatters	clattering	clattered
brattle	brattles	brattling	brattled
stridulate	stridulates	stridulating	stridulated
clitter	clitters	clitterring	clitterred
jingle	jingles	jingling	jingled
jingle-jangle	jingle-jangles	jingle-jangling	jingle-jangled
jangle	jangles	jangling	jangled
resound	resounds	resounding	resounded
noise	noises	noising	noised
clang	clangs	clanging	clanged
clangor	clangors	clangorring	clangorred
clank	clanks	clanking	clanked
clangour	clangours	clangouring	clangoured
thrum	thrums	thrumming	thrummed
crepitate	crepitates	crepitating	crepitated
ticktock	ticktocks	ticktocking	ticktocked
ticktack	ticktacks	ticktacking	ticktacked
twirp	twirps	twirping	twirped
glug	glugs	glugging	glugged
chug	chugs	chugging	chugged
gong	gongs	gonging	gonged
strum	strums	strumming	strummed
peal	peals	pealing	pealed
ding	dings	dinging	dinged
dong	dongs	donging	donged
dingdong	dingdongs	dingdonging	dingdonged
tintinnabulate	tintinnabulates	tintinnabulating	tintinnabulated
knell	knells	knelling	knelled
toll	tolls	tolling	tolled
bombinate	bombinates	bombinating	bombinated
bombilate	bombilates	bombilating	bombilated
chime	chimes	chiming	chimed
blare	blares	blaring	blared
rustle	rustles	rustling	rustled
toot	toots	tooting	tooted
tootle	tootles	tootling	tootled
consonate	consonates	consonating	consonated
bong	bongs	bonging	bonged
clop	clops	clopping	clopped
clunk	clunks	clunking	clunked
patter	patters	pattering	pattered
pitter-patter	pitter-patters	pitter-patterring	pitter-patterred
tinkle	tinkles	tinkling	tinkled
tink	tinks	tinking	tinked
clink	clinks	clinking	clinked
bleep	bleeps	bleeping	bleeped
burble	burbles	burbling	burbled
swish	swishes	swishing	swished
swosh	swoshes	swoshing	swoshed
swoosh	swooshes	swooshing	swooshed
whiz	whizs	whizzing	whizzed
whir	whirs	whirring	whirred
birr	birrs	birring	birred
wiretap	wiretaps	wiretapping	wiretapped
overhear	overhears	overhearing	overheard
hark	harks	harking	harked
harken	harkens	harkenning	harkenned
hearken	hearkens	hearkening	hearkened
eavesdrop	eavesdrops	eavesdropping	eavesdropped
deaf	deafs	deafing	deafed
quiesce	quiesces	quiescing	quiesced
mute	mutes	muting	muted
flavor	flavors	flavorring	flavorred
flavour	flavours	flavouring	flavoured
resinate	resinates	resinating	resinated
zest	zests	zesting	zested
ginger	gingers	gingering	gingered
discern	discerns	discerning	discerned
dulcify	dulcifies	dulcifying	dulcified
edulcorate	edulcorates	edulcorating	edulcorated
dulcorate	dulcorates	dulcorating	dulcorated
bitter	bitters	bittering	bittered
honey	honeys	honeying	honied
sugar	sugars	sugaring	sugared
candy	candies	candying	candied
acidulate	acidulates	acidulating	acidulated
surveil	surveils	surveiling	surveiled
gift	gifts	gifting	gifted
endow	endows	endowing	endowed
dower	dowers	dowering	dowered
benefice	benefices	beneficing	beneficed
raffle	raffles	raffling	raffled
fee	fees	feeing	feeed
monopolize	monopolizes	monopolizing	monopolized
monopolise	monopolises	monopolising	monopolised
own	owns	owning	owned
possess	possesses	possessing	possessed
repossess	repossesses	repossessing	repossessed
rescue	rescues	rescuing	rescued
purchase	purchases	purchasing	purchased
repurchase	repurchases	repurchasing	repurchased
lease	leases	leasing	leased
rent	rents	renting	rented
hire	hires	hiring	hired
charter	charters	chartering	chartered
sublet	sublets	subletting	sublet
sublease	subleases	subleasing	subleased
glom	gloms	glomming	glommed
withhold	withholds	withholding	withheld
recoup	recoups	recouping	recouped
fund	funds	funding	funded
grubstake	grubstakes	grubstaking	grubstaked
bankroll	bankrolls	bankrolling	bankrolled
subsidize	subsidizes	subsidizing	subsidized
subsidise	subsidises	subsidising	subsidised
finance	finances	financing	financed
fund-raise	fund-raises	fund-raising	fund-raised
fundraise	fundraises	fundraising	fundraised
refinance	refinances	refinancing	refinanced
sponsor	sponsors	sponsoring	sponsored
cosponsor	cosponsors	cosponsoring	cosponsored
demise	demises	demising	demised
desacralize	desacralizes	desacralizing	desacralized
discard	discards	discarding	discarded
junk	junks	junking	junked
stint	stints	stinting	stinted
skimp	skimps	skimping	skimped
scant	scants	scanting	scanted
terrasse	terrasses	terrassing	terrassed
embalm	embalms	embalming	embalmed
foreswear	foreswears	foreswearing	foreswore	foresworn
allot	allots	allotting	allotted
portion	portions	portioning	portioned
reallot	reallots	reallotting	reallotted
bequeath	bequeaths	bequeathing	bequeathed
ftp	ftps	ftping	ftped
download	downloads	downloading	downloaded
upload	uploads	uploading	uploaded
allocate	allocates	allocating	allocated
apportion	apportions	apportioning	apportioned
reapportion	reapportions	reapportioning	reapportioned
reallocate	reallocates	reallocating	reallocated
ration	rations	rationing	rationed
cede	cedes	ceding	ceded
refuel	refuels	refuelling	refuelled
honor	honors	honoring	honored
honour	honours	honouring	honoured
contribute	contributes	contributing	contributed
dishonor	dishonors	dishonorring	dishonorred
dishonour	dishonours	dishonouring	dishonoured
copyright	copyrights	copyrighting	copyrighted
gazump	gazumps	gazumping	gazumped
blackmail	blackmails	blackmailing	blackmailed
remainder	remainders	remaindering	remaindered
resell	resells	reselling	resold
syndicate	syndicates	syndicating	syndicated
deaccession	deaccessions	deaccessioning	deaccessioned
auction	auctions	auctioning	auctioned
auctioneer	auctioneers	auctioneering	auctioneered
trade	trades	trading	traded
transact	transacts	transacting	transacted
misdeal	misdeals	misdealing	misdealt
retail	retails	retailing	retailed
wholesale	wholesales	wholesaling	wholesaled
de-acces	de-access	de-accessing	de-accessed
regain	regains	regaining	regained
chance	chances	chancing	chanced
log-in	log-ins	log-inning	log-inned
reimburse	reimburses	reimbursing	reimbursed
compensate	compensates	compensating	compensated
recompense	recompenses	recompensing	recompensed
remunerate	remunerates	remunerating	remunerated
overpay	overpays	overpaying	overpaid
underpay	underpays	underpaying	underpaid
prepay	prepays	prepaying	prepaid
indemnify	indemnifies	indemnifying	indemnified
coinsure	coinsures	coinsuring	coinsured
tithe	tithes	tithing	tithed
default	defaults	defaulting	defaulted
owe	owes	owing	owed
accord	accords	according	accorded
vouchsafe	vouchsafes	vouchsafing	vouchsafed
allowance	allowances	allowancing	allowanced
cash	cashes	cashing	cashed
redeem	redeems	redeeming	redeemed
ransom	ransoms	ransoming	ransomed
substitute	substitutes	substituting	substituted
sub	subs	subbing	subbed
swop	swops	swopping	swopped
barter	barters	bartering	bartered
haggle	haggles	haggling	haggled
higgle	higgles	higgling	higgled
huckster	hucksters	huckstering	huckstered
dicker	dickers	dickering	dickered
merchandise	merchandises	merchandising	merchandised
traffic	traffics	trafficking	trafficked
arbitrage	arbitrages	arbitraging	arbitraged
broker	brokers	brokerring	brokerred
award	awards	awarding	awarded
pension	pensions	pensioning	pensioned
donate	donates	donating	donated
bestow	bestows	bestowing	bestowed
lavish	lavishes	lavishing	lavished
overbalance	overbalances	overbalancing	overbalanced
debit	debits	debiting	debited
overspend	overspends	overspending	overspent
underspend	underspends	underspending	underspended
misspend	misspends	misspending	misspent
penny-pinch	penny-pinches	penny-pinching	penny-pinched
spend	spends	spending	spent
be	am	are	is	being	was	were	been	am not	aren't	isn't	wasn't	weren't
husband	husbands	husbanding	husbanded
economize	economizes	economizing	economized
economise	economises	economising	economised
scrounge	scrounges	scrounging	scrounged
schnorr	schnorrs	schnorring	schnorred
shnorr	shnorrs	shnorring	shnorred
cadge	cadges	cadging	cadged
mooch	mooches	mooching	mooched
bum	bums	bumming	bummed
freeload	freeloads	freeloading	freeloaded
panhandle	panhandles	panhandling	panhandled
invest	invests	investing	invested
shelter	shelters	sheltering	sheltered
job	jobs	jobbing	jobbed
reconquer	reconquers	reconquering	reconquered
confiscate	confiscates	confiscating	confiscated
garnishee	garnishees	garnisheeing	garnisheed
usurp	usurps	usurping	usurped
arrogate	arrogates	arrogating	arrogated
derequisition	derequisitions	derequisitioning	derequisitioned
distrain	distrains	distraining	distrained
foreclose	forecloses	foreclosing	foreclosed
pilfer	pilfers	pilfering	pilfered
cabbage	cabbages	cabbaging	cabbaged
purloin	purloins	purloining	purloined
